Dataset Name,Image Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody 1],Antibody Identifier 1,Comment [Antibody 1],Experimental Condition [Antibody 2],Antibody Identifier 2,Comment [Antibody 2],Experimental Condition [Antibody 3],Antibody Identifier 3,Comment [Antibody 3],Comment [Probe],Comment [Gene Identifier 1],Comment [Gene Symbol 1],Comment [Gene Identifier 2],Comment [Gene Symbol 2],Comment [Gene Identifier 3],Comment [Gene Symbol 3],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
MKI67_CS14,Autotest_0000015733_Ki67.ome.tiff,"Embryo 951, slide 8",Homo sapiens,NCBITaxon,9606,CS14,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS14\Autotest_0000015733_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS14,"N938,1,Turners embryo,CS14,81_KI67.ome.tiff","Embryo N938, slide 81",Homo sapiens,NCBITaxon,9606,CS14,RNAscope,,NM_002417,,,,,,,,ACDBio 591771,ENSG00000148773,MKI67,,,,,"MKI67_CS14\N938,1,Turners embryo,CS14,81_KI67.ome.tiff",,,,Fast Red,Proliferating cells (strong)
MKI67_CS14,"N939,1,Embryo,CS14,55_KI67.ome.tiff","Embryo N939, slide 55",Homo sapiens,NCBITaxon,9606,CS14,RNAscope,,NM_002417,,,,,,,,ACDBio 591771,ENSG00000148773,MKI67,,,,,"MKI67_CS14\N939,1,Embryo,CS14,55_KI67.ome.tiff",,,,Fast Red,Proliferating cells (strong)
MKI67_CS15,Autotest_0000007674_Ki67.ome.tiff,"Embryo 1459, slide 23",Homo sapiens,NCBITaxon,9606,CS15,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS15\Autotest_0000007674_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS15,ImageCollection_0000005367_Ki67.ome.tiff,"Embryo 1459, slide 21",Homo sapiens,NCBITaxon,9606,CS15,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS15\ImageCollection_0000005367_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS15,ImageCollection_0000005368_Ki67.ome.tiff,"Embryo 1459, slide 27",Homo sapiens,NCBITaxon,9606,CS15,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS15\ImageCollection_0000005368_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS15,ImageCollection_0000005369_Ki67.ome.tiff,"Embryo 1459, slide 53",Homo sapiens,NCBITaxon,9606,CS15,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS15\ImageCollection_0000005369_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS15,ImageCollection_0000005370_Ki67.ome.tiff,"Embryo 1459, slide 125",Homo sapiens,NCBITaxon,9606,CS15,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS15\ImageCollection_0000005370_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS15,ImageCollection_0000005371_Ki67.ome.tiff,"Embryo 1459, slide 78",Homo sapiens,NCBITaxon,9606,CS15,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS15\ImageCollection_0000005371_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS15,ImageCollection_0000005372_Ki67.ome.tiff,"Embryo 1459, slide 66",Homo sapiens,NCBITaxon,9606,CS15,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS15\ImageCollection_0000005372_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS15,"N1459,0,whole,CS15,18_Ki67.ome.tiff","Embryo N1459, slide 18",Homo sapiens,NCBITaxon,9606,CS15,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS15\N1459,0,whole,CS15,18_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS16,"1060,1,whole,CS16,42_Ki67.ome.tiff","Embryo 1060, slide 42",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS16\1060,1,whole,CS16,42_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS16,"13714,3,HEAD (sag),CS16,47_ki67.ome.tiff","Embryo 13714, slide 42",Homo sapiens,NCBITaxon,9606,CS16,RNAscope,,NM_002417,,,,,,,,ACDBio 591771,ENSG00000148773,MKI67,,,,,"MKI67_CS16\13714,3,HEAD (sag),CS16,47_ki67.ome.tiff",,,,Fast Red,Proliferating cells (strong)
MKI67_CS18,"11863,1,sag,CS18,21_Ki67.ome.tiff","Embryo 11863, slide 21",Homo sapiens,NCBITaxon,9606,CS18,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS18\11863,1,sag,CS18,21_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS18,"14542,3,Head,CS18,51_ki67.ome.tiff","Embryo 14542, slide 51",Homo sapiens,NCBITaxon,9606,CS18,RNAscope,,NM_002417,,,,,,,,ACDBio 591771,ENSG00000148773,MKI67,,,,,"MKI67_CS18\14542,3,Head,CS18,51_ki67.ome.tiff",,,,Fast Red,Proliferating cells (strong)
MKI67_CS19,"1032,1,head,CS19,78_KI67.ome.tiff","Embryo 1032, slide 78",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS19\1032,1,head,CS19,78_KI67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS19,"12063,1,embryo,CS19,148_Ki67.ome.tiff","Embryo 12063, slide 148",Homo sapiens,NCBITaxon,9606,CS19,RNAscope,,NM_002417,,,,,,,,ACDBio 591771,ENSG00000148773,MKI67,,,,,"MKI67_CS19\12063,1,embryo,CS19,148_Ki67.ome.tiff",,,,Fast Red,Proliferating cells (strong)
MKI67_CS19,"12769,3,body,CS19,51_KI67.ome.tiff","Embryo 12769, slide 51",Homo sapiens,NCBITaxon,9606,CS19,RNAscope,,NM_002417,,,,,,,,ACDBio 591771,ENSG00000148773,MKI67,,,,,"MKI67_CS19\12769,3,body,CS19,51_KI67.ome.tiff",,,,Fast Red,Proliferating cells (strong)
MKI67_CS19,"12769,4,Head,CS19,80_KI67.ome.tiff","Embryo 12769, slide 80",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS19\12769,4,Head,CS19,80_KI67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS19,"12769,4,Head,CS19,90_KI67.ome.tiff","Embryo 12769, slide 90",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS19\12769,4,Head,CS19,90_KI67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS19,"992,1,whole,CS19,65_KI67.ome.tiff","Embryo 992, slide 65",Homo sapiens,NCBITaxon,9606,CS19,RNAscope,,NM_002417,,,,,,,,ACDBio 591771,ENSG00000148773,MKI67,,,,,"MKI67_CS19\992,1,whole,CS19,65_KI67.ome.tiff",,,,Fast Red,Proliferating cells (strong)
MKI67_CS19,ImageCollection_0000005374_Ki67.ome.tiff,"Embryo N1285, slide 177",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS19\ImageCollection_0000005374_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS19,"N1168,1,,CS19,1_Ki67.ome.tiff","Embryo N1168, slide 1",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS19\N1168,1,,CS19,1_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS19,"N1168,1,0,CS19,25_Ki67.ome.tiff","Embryo N1168, slide 25",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS19\N1168,1,0,CS19,25_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS19,"N1168,1,0,CS19,98_Ki67.ome.tiff","Embryo N1168, slide 98",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS19\N1168,1,0,CS19,98_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS20,"11587,1,head,CS20,50_ki67.ome.tiff","Embryo 11587, slide 50",Homo sapiens,NCBITaxon,9606,CS20,RNAscope,,NM_002417,,,,,,,,ACDBio 591771,ENSG00000148773,MKI67,,,,,"MKI67_CS20\11587,1,head,CS20,50_ki67.ome.tiff",,,,Fast Red,Proliferating cells (strong)
MKI67_CS20,"11587,1,head,CS20,59_ki67.ome.tiff","Embryo 11587, slide 59",Homo sapiens,NCBITaxon,9606,CS20,RNAscope,,NM_002417,,,,,,,,ACDBio 591771,ENSG00000148773,MKI67,,,,,"MKI67_CS20\11587,1,head,CS20,59_ki67.ome.tiff",,,,Fast Red,Proliferating cells (strong)
MKI67_CS21,"12128,1,head,CS21,107_KI67.ome.tiff","Embryo 12128, slide 107",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS21\12128,1,head,CS21,107_KI67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS21,"13436,1,embryo,CS21,144_KI67.ome.tiff","Embryo 13436, slide 144",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS21\13436,1,embryo,CS21,144_KI67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS21,"13436,1,embryo,CS21,151_KI67.ome.tiff","Embryo 13436, slide 151",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS21\13436,1,embryo,CS21,151_KI67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS21,Autotest_0000015735_Ki67.ome.tiff,"Embryo 1573, slide 173",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS21\Autotest_0000015735_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS21,ImageCollection_0000011648_KI67.ome.tiff,"Embryo 13436, slide 152",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS21\ImageCollection_0000011648_KI67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS22,"11949,3,U torso,CS22,71_Ki67.ome.tiff","Embryo 11949, slide 71",Homo sapiens,NCBITaxon,9606,CS22,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS22\11949,3,U torso,CS22,71_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS23,"11737,2,body,CS23,19_Ki67.ome.tiff","Embryo 11737, slide 19",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS23\11737,2,body,CS23,19_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS23,"12212,3,L Body,CS23,149_Ki67.ome.tiff","Embryo 12212, slide 149",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS23\12212,3,L Body,CS23,149_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS23,"12212,4,R body,CS23,77_Ki67.ome.tiff","Embryo 12212, slide 77",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS23\12212,4,R body,CS23,77_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS23,"12212,4,R body,CS23,79_Ki67.ome.tiff","Embryo 12212, slide 79",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_CS23\12212,4,R body,CS23,79_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_CS23,Autotest_0000007664_Ki67.ome.tiff,"Embryo 11557, slide 154",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS23\Autotest_0000007664_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS23,Autotest_0000007665_Ki67.ome.tiff,"Embryo 11557, slide 197",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS23\Autotest_0000007665_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS23,Autotest_0000007667_Ki67.ome.tiff,"Embryo 1975, slide 203",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS23\Autotest_0000007667_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS23,Autotest_0000007668_Ki67.ome.tiff,"Embryo 1975, slide 121",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS23\Autotest_0000007668_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS23,Autotest_0000007669_Ki67.ome.tiff,"Embryo 11557, slide 130",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,MKI67_CS23\Autotest_0000007669_Ki67.ome.tiff,,,,DAB,Proliferating cells (strong)
MKI67_CS23,"11613,1,Embryo,CS23,218_ki67.ome.tiff","Embryo 11613, slide 218",Homo sapiens,NCBITaxon,9606,CS23,RNAscope,,NM_002417,,,,,,,,ACDBio 591771,ENSG00000148773,MKI67,,,,,"MKI67_CS23\11613,1,Embryo,CS23,218_ki67.ome.tiff",,,,Fast Red,Proliferating cells (strong)
NKX2-1_10PCW,"12721,4,fb,10pcw,78_NKX2-1.ome.tiff","Fetal brain 12721, slide 78",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_10pcw\12721,4,fb,10pcw,78_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
NKX2-1_10PCW,"12721,4,fb,10pcw,97_NKX2-1.ome.tiff","Fetal brain 12721, slide 97",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_10pcw\12721,4,fb,10pcw,97_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
NKX2-1_12PCW,"11761,12,Head,12pcw,042_NKX2.1.ome.tiff","Fetal brain 11761, slide 042",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_12pcw\11761,12,Head,12pcw,042_NKX2.1.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
NKX2-1_12PCW,"12968,12.sl3,FB,12PCW,30_NKX2-1.ome.tiff","Fetal brain 12968, slide 30",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_12pcw\12968,12.sl3,FB,12PCW,30_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
NKX2-1_8PCW,"11872,1,Head,Late 8pcw,118_NKX2-1.ome.tiff","Fetus 11872, slide 118",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_8pcw\11872,1,Head,Late 8pcw,118_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
NKX2-1_8PCW,"12294,1,Head,L8pcw,148_NKX2-1.ome.tiff","Fetus 12294, slide 148",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_8pcw\12294,1,Head,L8pcw,148_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus, thyroid gland (strong)"
NKX2-1_8PCW,"12294,1,Head,L8pcw,152_NKX2-1.ome.tiff","Fetus 12294, slide 152",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_8pcw\12294,1,Head,L8pcw,152_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus, thyroid gland (strong)"
NKX2-1_CS19,"1032,1,head,CS19,48_NKX2-1.ome.tiff","Embryo 1032, slide 48",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS19\1032,1,head,CS19,48_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
NKX2-1_CS19,"1032,1,head,CS19,56_NKX2-1.ome.tiff","Embryo 1032, slide 56",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS19\1032,1,head,CS19,56_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus (strong)"
NKX2-1_CS19,"1032,1,head,CS19,98_NKX2-1.ome.tiff","Embryo 1032, slide 98",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS19\1032,1,head,CS19,98_NKX2-1.ome.tiff",,,,DAB,Hypothalamus (strong)
NKX2-1_CS19,"12769,4,Head,CS19,101_NKX2-1.ome.tiff","Embryo 12769, slide 101",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS19\12769,4,Head,CS19,101_NKX2-1.ome.tiff",,,,DAB,Hypothalamus (strong)
NKX2-1_CS19,"12769,4,Head,CS19,113_NKX2-1.ome.tiff","Embryo 12769, slide 113",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS19\12769,4,Head,CS19,113_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus (strong)"
NKX2-1_CS19,"12769,4,Head,CS19,80_NKX2-1.ome.tiff","Embryo 12769, slide 80",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS19\12769,4,Head,CS19,80_NKX2-1.ome.tiff",,,,DAB,Hypothalamus (strong)
NKX2-1_CS19,"12769,4,Head,CS19,90_NKX2-1.ome.tiff","Embryo 12769, slide 90",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS19\12769,4,Head,CS19,90_NKX2-1.ome.tiff",,,,DAB,Hypothalamus (strong)
NKX2-1_CS19,3DView.avi,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,NKX2-1_CS19\3DView.avi,"3D movie of data mapped into a CS19 model. Red = strong expression, blue = weak expression.",,"Red = strong expression, blue = weak expression.",,
NKX2-1_CS19,3DView.jpg,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,NKX2-1_CS19\3DView.jpg,"3D view of data mapped into a CS19 model. Red = strong expression, blue = weak expression.",,"Red = strong expression, blue = weak expression.",,
NKX2-1_CS21,"12128,1,head,CS21,130_NKX2-1.ome.tiff","Embryo 12128, slide 130",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS21\12128,1,head,CS21,130_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
NKX2-1_CS23,"12506,5,R hemi,CS23,25_NKX2-1.ome.tiff","Embryonic brain 12506, slide 25",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS23\12506,5,R hemi,CS23,25_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus (strong)"
NKX2-1_CS23,"12506,5,R hemi,CS23,32_NKX2-1.ome.tiff","Embryonic brain 12506, slide 32",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS23\12506,5,R hemi,CS23,32_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus (strong)"
NKX2-1_CS23,"12780,1,head,CS23,57_NKX2-1.ome.tiff","Embryo 12780, slide 57",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS23\12780,1,head,CS23,57_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
NKX2-1_CS23,"12780,1,head,CS23,65_NKX2-1.ome.tiff","Embryo 12780, slide 65",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS23\12780,1,head,CS23,65_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
NKX2-1_CS23,"12780,1,head,CS23,79_NKX2-1.ome.tiff","Embryo 12780, slide 79",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS23\12780,1,head,CS23,79_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
NKX2-1_CS23,"12780,1,head,CS23,83_NKX2-1.ome.tiff","Embryo 12780, slide 83",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,"NKX2-1_CS23\12780,1,head,CS23,83_NKX2-1.ome.tiff",,,,DAB,"Telencephalon, subpallium (strong)"
NKX2-1_CS23,3DView.avi,3D View,Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,NKX2-1_CS23\3DView.avi,3D movie of data mapped into a CS23 model. Red = strong expression.,,Red = strong expression.,,
NKX2-1_CS23,3DView.jpg,3D View,Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,TTF-1,NM_003317,Dako M3575,,,,,,,,ENSG00000136352,NKX2-1,,,,,NKX2-1_CS23\3DView.jpg,3D view of data mapped into a CS23 model. Red = strong expression.,,Red = strong expression.,,
NKX2-2_CS19,"1032,1,head,CS19,48_NKX2-2.ome.tiff","Embryo 1032, slide 48",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NM_002509,Santa Cruz Sc-398951,,,,,,,,ENSG00000125820,NKX2-2,,,,,"NKX2-2_CS19\1032,1,head,CS19,48_NKX2-2.ome.tiff",,,,DAB,"Hypothalamus, spinal cord (strong)"
NKX2-2_CS19,"1032,1,head,CS19,72_NKX2-2.ome.tiff","Embryo 1032, slide 72",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NM_002509,Santa Cruz Sc-398951,,,,,,,,ENSG00000125820,NKX2-2,,,,,"NKX2-2_CS19\1032,1,head,CS19,72_NKX2-2.ome.tiff",,,,DAB,Hypothalamus (strong)
NKX2-2_CS19,"1032,1,head,CS19,85_NKX2-2.ome.tiff","Embryo 1032, slide 85",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NM_002509,Santa Cruz Sc-398951,,,,,,,,ENSG00000125820,NKX2-2,,,,,"NKX2-2_CS19\1032,1,head,CS19,85_NKX2-2.ome.tiff",,,,DAB,"Hypothalamus, diencephalon, metencephalon, myelencephalon (strong)"
NKX2-2_CS19,"1032,1,head,CS19,98_NKX2-2.ome.tiff","Embryo 1032, slide 98",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NM_002509,Santa Cruz Sc-398951,,,,,,,,ENSG00000125820,NKX2-2,,,,,"NKX2-2_CS19\1032,1,head,CS19,98_NKX2-2.ome.tiff",,,,DAB,"Diencephalon, metencephalon, myelencephalon (strong)"
NKX2-2_CS19,"12769,4,Head,CS19,80_NKX2-2.ome.tiff","Embryo 12769, slide 80",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,NKX2-2,NM_002509,Santa Cruz Sc-398951,,,,,,,,ENSG00000125820,NKX2-2,,,,,"NKX2-2_CS19\12769,4,Head,CS19,80_NKX2-2.ome.tiff",,,,DAB,"Diencephalon, rhombencephalon (strong)"
